run,source_direction,target_direction,cosine,abs_cosine
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,brightness,0.20180857181549072,0.20180857181549072
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,contrast,0.44382375478744507,0.44382375478744507
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,black_border,-0.9999986290931702,0.9999986290931702
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,field_of_view,1.0,1.0
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,field_of_view,laterality,0.08416616916656494,0.08416616916656494
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,any_dr,-0.2513330280780792,0.2513330280780792
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,referable_dr,-0.24647054076194763,0.24647054076194763
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,severe_dr,-0.21801048517227173,0.21801048517227173
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,sharpness,0.12076085805892944,0.12076085805892944
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,brightness,0.45883411169052124,0.45883411169052124
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,contrast,0.11688809096813202,0.11688809096813202
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,black_border,-0.08473015576601028,0.08473015576601028
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,field_of_view,0.08416616916656494,0.08416616916656494
eyepacs_cropped_dinov2_cropped_35k_resid_remove_sharpness_laterality,laterality,laterality,1.0,1.0
